Date,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
10-Dec-20,EQ,925,932.6,917.1,929.5,926.1,927.3,926.5,950.85,471.4,"26,08,358","2,41,66,53,200.95","74,777"
09-Dec-20,EQ,938,939.7,925.9,932.3,930.5,929.5,933.7,950.85,471.4,"41,57,078","3,88,14,43,760.15","1,13,219"
08-Dec-20,EQ,945,947.2,922.7,944.3,931.5,932.3,933.8,950.85,471.4,"43,99,638","4,10,83,98,302.00","87,936"
07-Dec-20,EQ,915.5,950.85,914,923.1,942,944.3,936.79,950.85,471.4,"39,73,325","3,72,21,82,406.95","82,251"
04-Dec-20,EQ,915,929.3,907.05,915.15,923.05,923.1,920.17,929.3,471.4,"43,02,626","3,95,91,41,089.95","81,637"
03-Dec-20,EQ,913,920.6,902.95,908.7,913,915.15,912.1,920.6,471.4,"57,05,020","5,20,35,72,511.10","1,05,816"
02-Dec-20,EQ,897.05,912.5,887.2,907.3,906.1,908.7,899.04,914.15,471.4,"55,16,684","4,95,96,99,908.95","1,34,449"
01-Dec-20,EQ,900,914.15,871.65,876.85,910.05,907.3,892.95,914.15,471.4,"58,21,698","5,19,84,58,977.75","99,153"
27-Nov-20,EQ,864,885.95,855.3,857.05,867,876.85,874.46,890,471.4,"1,64,82,729","14,41,35,51,661.05","1,57,065"
26-Nov-20,EQ,866.5,867.95,846.7,862.25,858,857.05,853.45,890,471.4,"51,69,423","4,41,18,45,585.70","1,24,743"
25-Nov-20,EQ,875,880,855.25,877.65,860.1,862.25,863.75,890,471.4,"44,45,185","3,83,95,41,090.00","1,33,634"
24-Nov-20,EQ,870,890,864.3,865.75,879,877.65,880.42,890,471.4,"70,68,121","6,22,29,30,866.40","1,68,930"
23-Nov-20,EQ,838,869.4,836.75,837.55,863.45,865.75,857.41,887.55,471.4,"62,51,814","5,36,03,96,139.10","1,21,617"
20-Nov-20,EQ,829,844.95,826.4,822.9,838,837.55,838.36,887.55,471.4,"60,63,818","5,08,36,74,964.00","1,24,044"
19-Nov-20,EQ,833,849,820,836.1,821.8,822.9,833.72,887.55,471.4,"55,93,368","4,66,32,80,330.35","1,20,069"
18-Nov-20,EQ,844,844.9,830.15,845.25,834.8,836.1,835.94,887.55,471.4,"27,72,377","2,31,75,53,337.65","72,219"
17-Nov-20,EQ,848.55,856.5,830.9,840.15,843.7,845.25,842.5,887.55,471.4,"36,35,434","3,06,28,49,833.25","92,919"
14-Nov-20,EQ,844,844.95,837.95,838.85,841.4,840.15,841.42,887.55,471.4,"2,14,282","18,03,02,203.50","6,062"
13-Nov-20,EQ,838,845.7,833.35,843.25,838.8,838.85,839.97,887.55,471.4,"28,39,192","2,38,48,35,938.80","45,569"
12-Nov-20,EQ,837,848,834.55,837.5,841.5,843.25,842.47,887.55,471.4,"31,50,886","2,65,45,42,160.50","67,258"
11-Nov-20,EQ,820,840.65,812.45,821.3,836.2,837.5,826.99,887.55,471.4,"53,87,431","4,45,53,32,348.75","1,32,497"
10-Nov-20,EQ,872,872,819.1,872.75,822.7,821.3,832.08,887.55,471.4,"68,89,383","5,73,25,40,730.85","1,44,165"
09-Nov-20,EQ,859,877,855.25,851.15,877,872.75,865.62,887.55,471.4,"42,97,119","3,71,96,69,490.05","74,538"
06-Nov-20,EQ,835,854,824.1,840.7,850.65,851.15,841.53,887.55,471.4,"41,23,331","3,46,99,19,070.50","98,859"
05-Nov-20,EQ,836,849.7,833.75,826.85,842,840.7,841.99,887.55,471.4,"42,69,675","3,59,50,36,822.40","76,051"
04-Nov-20,EQ,816,836,812.6,808.1,826,826.85,825.77,887.55,471.4,"50,17,595","4,14,34,00,799.00","84,894"
03-Nov-20,EQ,821,825,804.3,814.65,808,808.1,814.19,887.55,471.4,"45,99,741","3,74,50,63,388.85","97,936"
02-Nov-20,EQ,821.4,824.8,809.4,813.3,811.1,814.65,818.16,887.55,471.4,"44,33,983","3,62,76,90,797.60","79,721"
30-Oct-20,EQ,806.7,818.65,802.7,804.25,811.2,813.3,811.08,887.55,471.4,"61,89,611","5,02,02,40,154.55","1,15,630"
29-Oct-20,EQ,790,809.4,781.85,804.3,806.7,804.25,797.89,887.55,471.4,"64,77,349","5,16,82,09,488.10","1,58,949"
28-Oct-20,EQ,830,836.45,801,828.65,805.7,804.3,816.74,887.55,471.4,"68,29,430","5,57,78,68,647.75","1,42,051"
27-Oct-20,EQ,826.4,833.75,816,819.25,828.15,828.65,826,887.55,471.4,"54,79,547","4,52,61,28,354.90","1,50,492"
26-Oct-20,EQ,830,854.7,814,848.25,819.95,819.25,832.93,887.55,471.4,"97,70,664","8,13,82,95,333.35","1,68,493"
23-Oct-20,EQ,840,857.45,833.55,837.45,847,848.25,846.74,887.55,471.4,"73,56,768","6,22,92,52,020.15","1,01,439"
22-Oct-20,EQ,844.85,853.9,828.8,845.9,839.1,837.45,838.76,887.55,471.4,"39,62,662","3,32,37,11,018.00","81,839"
21-Oct-20,EQ,851.1,857.2,833.95,849.85,843.55,845.9,847.7,887.55,471.4,"48,18,496","4,08,46,22,666.15","85,094"
20-Oct-20,EQ,820.6,852.9,819.6,824.15,850.3,849.85,842.24,887.55,471.4,"73,82,532","6,21,78,91,658.70","1,51,818"
19-Oct-20,EQ,828,836.6,817.6,822.75,827.5,824.15,827.87,887.55,471.4,"45,58,879","3,77,41,43,605.15","94,172"
16-Oct-20,EQ,813.2,828.3,798.8,812.4,822.5,822.75,817.39,887.55,471.4,"79,78,997","6,52,19,37,162.25","1,07,675"
15-Oct-20,EQ,853,858.35,806.7,848.85,811.25,812.4,821.14,887.55,471.4,"88,93,099","7,30,24,48,149.40","1,55,057"
14-Oct-20,EQ,869,873.8,845.6,868.2,847.95,848.85,855.95,887.55,471.4,"53,46,619","4,57,64,20,237.15","93,023"
13-Oct-20,EQ,856.9,879.9,851,856.9,863.95,868.2,867.68,887.55,471.4,"73,27,536","6,35,79,87,476.00","1,60,131"
12-Oct-20,EQ,861,864.8,848.4,854.15,858.95,856.9,856.89,887.55,471.4,"33,43,240","2,86,48,03,715.50","55,971"
09-Oct-20,EQ,860.5,862.45,845.25,860.3,856,854.15,853.69,887.55,471.4,"53,06,816","4,53,03,68,462.50","75,089"
08-Oct-20,EQ,862,887.55,857.65,846.35,862.5,860.3,873.37,887.55,471.4,"1,13,98,850","9,95,54,10,411.25","1,70,864"
07-Oct-20,EQ,847,848.15,837.25,847.4,847,846.35,843.15,854.95,471.4,"39,43,818","3,32,52,42,101.05","77,156"
06-Oct-20,EQ,854.95,854.95,832.5,841.25,846,847.4,841.22,854.95,471.4,"49,02,536","4,12,41,02,642.55","1,36,590"
05-Oct-20,EQ,822.55,850.95,821.85,822.5,845.35,841.25,835.42,850.95,471.4,"85,51,126","7,14,38,02,414.15","1,48,805"
01-Oct-20,EQ,798.2,825.35,797.85,791.75,821.85,822.5,814.81,845.9,471.4,"1,01,04,769","8,23,34,75,058.00","1,57,925"
30-Sep-20,EQ,773,794.8,765.65,768.15,789.55,791.75,780.78,845.9,471.4,"54,33,724","4,24,25,52,338.80","80,851"
29-Sep-20,EQ,785,790,764,779.4,764.85,768.15,776.99,845.9,471.4,"70,41,880","5,47,14,50,657.80","71,888"
28-Sep-20,EQ,779.35,784.4,772,772.35,778,779.4,777.36,845.9,471.4,"36,04,523","2,80,20,19,094.10","59,736"
25-Sep-20,EQ,755.05,777.35,748.65,751.85,774.45,772.35,766.33,845.9,471.4,"69,86,586","5,35,40,55,710.85","1,04,052"
24-Sep-20,EQ,787.95,787.95,747.55,793.05,753,751.85,766.25,845.9,471.4,"59,29,194","4,54,32,53,965.20","1,14,079"
23-Sep-20,EQ,812.45,812.45,783.1,800.45,792.55,793.05,798.31,845.9,471.4,"60,91,530","4,86,29,48,639.20","1,00,464"
22-Sep-20,EQ,793,811,772,787.25,805.85,800.45,796.39,845.9,471.4,"90,53,627","7,21,02,18,036.00","1,74,316"
21-Sep-20,EQ,807,830,784.3,804.65,789.6,787.25,814.49,845.9,471.4,"1,07,89,252","8,78,76,87,746.65","1,54,482"
