Date,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
30-Oct-20,EQ,"1,072.00","1,083.60","1,052.35","1,074.85","1,060.40","1,060.60","1,064.99","1,186.00",509.25,"88,00,436","9,37,23,42,225.30","1,64,698"
29-Oct-20,EQ,"1,070.00","1,082.00","1,060.10","1,076.55","1,073.00","1,074.85","1,071.68","1,186.00",509.25,"69,35,804","7,43,29,55,729.10","1,40,609"
28-Oct-20,EQ,"1,095.50","1,104.75","1,070.05","1,090.85","1,077.50","1,076.55","1,086.00","1,186.00",509.25,"76,08,413","8,26,27,61,209.15","1,80,559"
27-Oct-20,EQ,"1,105.70","1,109.70","1,077.15","1,112.45","1,094.50","1,090.85","1,089.56","1,186.00",509.25,"1,01,72,530","11,08,35,62,405.55","2,61,137"
26-Oct-20,EQ,"1,122.25","1,129.60","1,103.15","1,122.50","1,114.20","1,112.45","1,115.89","1,186.00",509.25,"63,09,643","7,04,08,41,830.20","1,33,779"
23-Oct-20,EQ,"1,133.00","1,135.00","1,120.15","1,129.05","1,122.40","1,122.50","1,125.55","1,186.00",509.25,"90,70,121","10,20,88,94,083.15","1,52,888"
22-Oct-20,EQ,"1,142.00","1,158.00","1,123.80","1,148.35","1,135.35","1,129.05","1,138.64","1,186.00",509.25,"1,12,71,538","12,83,42,66,054.15","2,64,809"
21-Oct-20,EQ,"1,141.15","1,154.35","1,135.00","1,137.50","1,146.75","1,148.35","1,147.11","1,186.00",509.25,"1,98,11,809","22,72,63,37,788.25","2,83,354"
20-Oct-20,EQ,"1,118.90","1,144.70","1,110.00","1,125.90","1,135.90","1,137.50","1,136.69","1,186.00",509.25,"1,04,48,852","11,87,71,55,840.10","2,09,442"
19-Oct-20,EQ,"1,135.00","1,139.00","1,115.30","1,127.50","1,127.55","1,125.90","1,125.00","1,186.00",509.25,"1,29,02,146","14,51,49,54,126.60","2,15,472"
16-Oct-20,EQ,"1,113.85","1,135.95","1,096.90","1,108.25","1,129.50","1,127.50","1,118.76","1,186.00",509.25,"1,83,66,133","20,54,72,37,503.45","3,11,640"
15-Oct-20,EQ,"1,180.00","1,186.00","1,092.50","1,137.00","1,113.25","1,108.25","1,128.17","1,186.00",509.25,"4,42,88,566","49,96,51,28,163.80","6,97,193"
14-Oct-20,EQ,"1,162.00","1,164.90","1,131.10","1,157.80","1,138.00","1,137.00","1,144.19","1,166.05",509.25,"1,66,49,731","19,05,04,28,946.65","2,79,112"
